Ticker,TickerType,Company,Traded,Transaction,Trade_Size_USD,Status,Subholding,Description,Name,Filed,Party,District,Chamber,Comments,Quiver_Upload_Time,excess_return,State,last_modified,traded_date,filed_date,ticker_clean,excess_return_30d,excess_return_90d,good_trade_30d,good_trade_90d
DVN,ST,DEVON ENERGY CORPORATION,"Friday, December 29, 2023",Purchase,"$1,001 - $15,000",NEW, HERN FAMILY FOUNDATION,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,-2.48160917448996,Oklahoma,2024-01-15,2023-12-29,2024-01-13,DVN,-8.899569900442161,0.6146154535984216,False,True
TFC,Stock,Truist Financial Corp,"Friday, December 29, 2023",Sale (Partial),"$15,001 - $50,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-13.1826536139916,West Virginia,2024-01-12,2023-12-29,2024-01-12,TFC,0.14556392412843344,4.578378384938464,True,True
NOC,ST,NORTHROP GRUMMAN CORPORATION,"Friday, December 29, 2023",Purchase,"$15,001 - $50,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-8.96799826716624,New Jersey,2024-01-09,2023-12-29,2024-01-07,NOC,-9.686612452283772,-7.910825423155221,False,False
SCHW,ST,CHARLES SCHWAB CORPORATION,"Friday, December 29, 2023",Sale,"$50,001 - $100,000",NEW, HILL 2012 TRUST (FORMERLY JAY F HILL TRUST),,James French Hill,2024-01-10,R, AR02,House,,2024-01-11,-10.1611615129057,Arkansas,2024-01-11,2023-12-29,2024-01-10,SCHW,10.378543145410147,5.012675166821157,True,True
PYPL,ST,"PAYPAL HOLDINGS, INC.","Friday, December 29, 2023",Sale,"$15,001 - $50,000",NEW, HILL 2012 TRUST (FORMERLY JAY F HILL TRUST),,James French Hill,2024-01-10,R, AR02,House,,2024-01-11,-5.25812700977575,Arkansas,2024-01-11,2023-12-29,2024-01-10,PYPL,-0.5121523023867702,1.0715492229016244,False,True
LMT,ST,LOCKHEED MARTIN CORPORATION,"Friday, December 29, 2023",Purchase,"$1,001 - $15,000",NEW, HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,-11.4464603329774,Oklahoma,2024-01-15,2023-12-29,2024-01-13,LMT,-8.88116658785365,-9.798380066619528,False,False
DVN,ST,DEVON ENERGY CORPORATION,"Friday, December 29, 2023",Purchase,"$15,001 - $50,000",NEW, HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,-2.48160917448996,Oklahoma,2024-01-15,2023-12-29,2024-01-13,DVN,-8.899569900442161,0.6146154535984216,False,True
BBY,ST,"BEST BUY CO., INC.","Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-7.87636486927082,Florida,2024-01-23,2023-12-28,2024-01-22,BBY,9.548189591752642,5.37797893415497,True,True
DIS,ST,WALT DISNEY COMPANY,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,16.5229260156624,Florida,2024-01-23,2023-12-28,2024-01-22,DIS,-4.820348304977062,-24.103287780219173,False,False
ROP,ST,"ROPER TECHNOLOGIES, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-7.09584970237676,Florida,2024-01-23,2023-12-28,2024-01-22,ROP,-1.231856920907215,-7.338361771312263,False,False
META,ST,"META PLATFORMS, INC. - CLASS A","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,27.7871319363108,Florida,2024-01-23,2023-12-28,2024-01-22,META,8.894149263386698,28.102369569683372,True,True
HRL,ST,HORMEL FOODS CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-0.427654719233256,Florida,2024-01-23,2023-12-28,2024-01-22,HRL,7.31186284472205,0.6133210928342292,True,True
LLY,ST,ELI LILLY AND COMPANY,"Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,22.5234594496518,Florida,2024-01-23,2023-12-28,2024-01-22,LLY,8.021596223285554,24.248483391006204,True,True
MDT,ST,MEDTRONIC PLC. ORDINARY SHARES,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-6.30021841728884,Florida,2024-01-23,2023-12-28,2024-01-22,MDT,-2.6706497015955843,4.659485581367484,False,True
TMUS,ST,"T-MOBILE US, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-5.51626160108135,Florida,2024-01-23,2023-12-28,2024-01-22,TMUS,-0.4179755604053037,-7.799015111780161,False,False
WST,ST,"WEST PHARMACEUTICAL SERVICES, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,1.89469725361556,Florida,2024-01-23,2023-12-28,2024-01-22,WST,1.3642147804021176,1.3118356337405768,True,True
CCI,ST,CROWN CASTLE INC.,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, TRUST ONE,SALE LOSS 45.9831 SHARES,Pete Sessions,2024-01-24,R, TX17,House,,2024-01-25,-16.2209179360984,Texas,2024-01-25,2023-12-28,2024-01-24,CCI,9.1891371744378,18.784524718143068,True,True
GOOG,ST,ALPHABET INC. - CLASS C CAPITAL STOCK,"Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-6.68561485967212,Florida,2024-01-23,2023-12-28,2024-01-22,GOOG,6.575391984153733,-2.1788445320853222,True,False
MRK,ST,"MERCK & COMPANY, INC. COMMON STOCK","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW,,,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,4.40641260464082,Florida,2024-01-23,2023-12-28,2024-01-22,MRK,8.478767541501186,11.403005465749239,True,True
DG,ST,DOLLAR GENERAL CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,4.78328695095384,Florida,2024-01-23,2023-12-28,2024-01-22,DG,4.394755669730587,-4.041993045588432,True,False
MRK,ST,"MERCK & COMPANY, INC. COMMON STOCK","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,4.40641260464082,Florida,2024-01-23,2023-12-28,2024-01-22,MRK,8.478767541501186,11.403005465749239,True,True
PFE,ST,"PFIZER, INC.","Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-10.2679835922091,Florida,2024-01-23,2023-12-28,2024-01-22,PFE,7.572763529503012,13.23231054251024,True,True
CCI,ST,CROWN CASTLE INC.,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW,,SALE LOSS,Pete Sessions,2023-12-28,R, TX17,House,,2023-12-30,-16.2209179360984,Texas,2023-12-30,2023-12-28,2023-12-28,CCI,9.1891371744378,18.784524718143068,True,True
TMUS,ST,"T-MOBILE US, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-5.51626160108135,Florida,2024-01-23,2023-12-28,2024-01-22,TMUS,-0.4179755604053037,-7.799015111780161,False,False
DIS,ST,WALT DISNEY COMPANY,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,16.5229260156624,Florida,2024-01-23,2023-12-28,2024-01-22,DIS,-4.820348304977062,-24.103287780219173,False,False
D,Stock,Dominion Energy Inc,"Thursday, December 28, 2023",Sale (Full),"$1,001 - $15,000",New,,,"Peters, Gary",2024-01-25,D,,Senate,,2024-01-25,-5.65811099602295,Michigan,2024-01-25,2023-12-28,2024-01-25,D,6.486233442644441,6.621726899164493,True,True
HRL,ST,HORMEL FOODS CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-0.427654719233256,Florida,2024-01-23,2023-12-28,2024-01-22,HRL,7.31186284472205,0.6133210928342292,True,True
META,ST,"META PLATFORMS, INC. - CLASS A","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,27.7871319363108,Florida,2024-01-23,2023-12-28,2024-01-22,META,8.894149263386698,28.102369569683372,True,True
GOOG,ST,ALPHABET INC. - CLASS C CAPITAL STOCK,"Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-6.68561485967212,Florida,2024-01-23,2023-12-28,2024-01-22,GOOG,6.575391984153733,-2.1788445320853222,True,False
DG,ST,DOLLAR GENERAL CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,4.78328695095384,Florida,2024-01-23,2023-12-28,2024-01-22,DG,4.394755669730587,-4.041993045588432,True,False
SYY,ST,SYSCO CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,3.47303942182119,Florida,2024-01-23,2023-12-28,2024-01-22,SYY,0.10636136682296016,-2.460958686316217,True,False
PFE,ST,"PFIZER, INC.","Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-10.2679835922091,Florida,2024-01-23,2023-12-28,2024-01-22,PFE,7.572763529503012,13.23231054251024,True,True
SYY,ST,SYSCO CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,3.47303942182119,Florida,2024-01-23,2023-12-28,2024-01-22,SYY,0.10636136682296016,-2.460958686316217,True,False
LLY,ST,ELI LILLY AND COMPANY,"Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",,,,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,22.5234594496518,Florida,2024-01-23,2023-12-28,2024-01-22,LLY,8.021596223285554,24.248483391006204,True,True
SHW,ST,SHERWIN-WILLIAMS COMPANY,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-0.340758154367697,Florida,2024-01-23,2023-12-28,2024-01-22,SHW,4.540915920726373,-1.1600167138512418,True,False
MDT,ST,MEDTRONIC PLC. ORDINARY SHARES,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-6.30021841728884,Florida,2024-01-23,2023-12-28,2024-01-22,MDT,-2.6706497015955843,4.659485581367484,False,True
ADI,ST,"ANALOG DEVICES, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-9.83254918400953,Florida,2024-01-23,2023-12-28,2024-01-22,ADI,-4.540750277485772,-13.175008006052503,False,False
SHW,ST,SHERWIN-WILLIAMS COMPANY,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-0.340758154367697,Florida,2024-01-23,2023-12-28,2024-01-22,SHW,4.540915920726373,-1.1600167138512418,True,False
ROP,ST,"ROPER TECHNOLOGIES, INC.","Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (6),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,-7.09584970237676,Florida,2024-01-23,2023-12-28,2024-01-22,ROP,-1.231856920907215,-7.338361771312263,False,False
TSCO,ST,TRACTOR SUPPLY COMPANY,"Thursday, December 28, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY ACTIVE ASSETS (5),,Jared Moskowitz,2024-01-22,D, FL23,House,,2024-01-23,11.7904980643411,Florida,2024-01-23,2023-12-28,2024-01-22,TSCO,1.813005425974401,10.9057784982447,True,True
AMT,ST,AMERICAN TOWER CORPORATION,"Thursday, December 28, 2023",Sale,"$1,001 - $15,000",NEW, TRUST ONE,SOLD LOSS 21.1125 SHARES,Pete Sessions,2024-01-24,R, TX17,House,,2024-01-25,-16.4424805928983,Texas,2024-01-25,2023-12-28,2024-01-24,AMT,11.334412932558102,18.832638021785442,True,True
VZ,Stock,Verizon Communications Inc,"Wednesday, December 27, 2023",Sale (Full),"$1,001 - $15,000",New,,,"King, Angus",2024-01-16,I,,Senate,,2024-01-16,-1.48978681603906,Maine,2024-01-16,2023-12-27,2024-01-16,VZ,-11.354717486607369,-0.6625301270752892,False,False
VZ,Stock,Verizon Communications Inc,"Tuesday, December 26, 2023",Sale (Partial),"$15,001 - $50,000",New,,,"Tuberville, Tommy",2024-01-12,R,,Senate,,2024-01-12,-2.16630933432168,Alabama,2024-01-12,2023-12-26,2024-01-12,VZ,-10.332651107205848,0.2423654228002281,False,True
WMB,ST,"WILLIAMS COMPANIES, INC.","Tuesday, December 26, 2023",Purchase,"$1,001 - $15,000",NEW, HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,-2.17609435558132,Oklahoma,2024-01-15,2023-12-26,2024-01-13,WMB,-4.437083526230801,-0.48878164184538164,False,False
PODD,Stock,Insulet Corp,"Friday, December 22, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Mullin, Markwayne",2024-01-26,R,,Senate,,2024-01-28,-31.2531905481864,Oklahoma,2024-01-28,2023-12-22,2024-01-26,PODD,6.71003690458325,33.156630595333795,True,True
CTVA,Stock,Corteva Inc,"Friday, December 22, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Mullin, Markwayne",2024-01-26,R,,Senate,,2024-01-28,8.10040449756787,Oklahoma,2024-01-28,2023-12-22,2024-01-26,CTVA,7.261397117524748,-7.290007259180986,True,False
SHOP,Stock,Shopify Inc,"Friday, December 22, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Mullin, Markwayne",2024-01-26,R,,Senate,,2024-01-28,-7.5597876978204,Oklahoma,2024-01-28,2023-12-22,2024-01-26,SHOP,-2.4495240878237734,6.648204975626015,False,True
CELH,Stock,Celsius Holdings Inc,"Friday, December 22, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Mullin, Markwayne",2024-01-26,R,,Senate,,2024-01-28,77.6751871493226,Oklahoma,2024-01-28,2023-12-22,2024-01-26,CELH,-3.2209309912843764,-71.5140424191376,False,False
PYPL,Stock,"PayPal Holdings, Inc. - Common Stock","Friday, December 22, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Mullin, Markwayne",2024-01-26,R,,Senate,,2024-01-28,-6.34304457836127,Oklahoma,2024-01-28,2023-12-22,2024-01-26,PYPL,-1.0575693499682792,3.287117528879313,False,True
AAPL,ST,APPLE INC.,"Friday, December 22, 2023",Purchase,"$1,001 - $15,000",NEW, IRON GATE GA BROKERAGE PORTFOLIO > IGGA ROTH IRA (JM),,Blake Moore,2024-01-24,R, UT01,House,,2024-01-24,-18.813068527128,Utah,2024-01-24,2023-12-22,2024-01-24,AAPL,-1.8650882135173408,-21.72298780908658,False,False
NEE,ST,"NEXTERA ENERGY, INC.","Thursday, December 21, 2023",Sale,"$15,001 - $50,000",NEW," R.W. ALLEN & ASSOCIATES, INC.",,Richard W. Allen,2024-01-11,R, GA12,House,,2024-01-12,-7.42204175946859,Georgia,2024-01-12,2023-12-21,2024-01-11,NEE,6.798325394025262,5.704889152197312,True,True
DBSDY,ST,DBS GROUP HOLDINGS LTD ORD AMERICAN DEPOSITARY SHARES,"Thursday, December 21, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-0.263593468252791,New Jersey,2024-01-09,2023-12-21,2024-01-07,DBSDY,-2.6951748236780704,-1.0162161734839525,False,False
AMD,ST,"ADVANCED MICRO DEVICES, INC.","Wednesday, December 20, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,31.753137246979,New Jersey,2024-01-09,2023-12-20,2024-01-07,AMD,-25.600652156004557,-23.69918828625579,False,False
TPH,ST,"TRI POINTE HOMES, INC.","Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-8.66431278112513,New Jersey,2024-01-09,2023-12-20,2024-01-07,TPH,0.22350549725280722,-7.073614035643061,True,False
MU,ST,"MICRON TECHNOLOGY, INC.","Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, PERSHING LLC,,Dwight Evans,2024-01-17,D, PA03,House,,2024-01-22,9.22120816987531,Pennsylvania,2024-01-22,2023-12-20,2024-01-17,MU,8.197694871756077,9.236331825231069,True,True
INTA,ST,"INTAPP, INC.","Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-21.6662514302449,New Jersey,2024-01-09,2023-12-20,2024-01-07,INTA,13.255329575619257,-19.118619967233396,True,False
MA,ST,MASTERCARD INCORPORATED,"Wednesday, December 20, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,4.15963313957183,New Jersey,2024-01-09,2023-12-20,2024-01-07,MA,-1.1207533518870605,-5.1694387847847745,False,False
LRCX,Stock,Lam Research Corp,"Wednesday, December 20, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Boozman, John",2024-01-08,R,,Senate,,2024-01-08,11.27112071181,Arkansas,2024-01-08,2023-12-20,2024-01-08,LRCX,-6.445663700775572,-13.109556880154827,False,False
UMBF,ST,UMB FINANCIAL CORPORATION,"Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-11.9175511882065,New Jersey,2024-01-09,2023-12-20,2024-01-07,UMBF,-4.089668869929019,-12.78197002136987,False,False
W,ST,WAYFAIR INC. CLASS A,"Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, MORGAN STANLEY TRUST ACCOUNT,,Jonathan Jackson,2024-01-12,D, IL01,House,,2024-01-15,-15.0777596853223,Illinois,2024-01-15,2023-12-20,2024-01-12,W,-16.2565881032684,-17.731345364739013,False,False
PFE,Stock,Pfizer Inc,"Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",New,,,"Boozman, John",2024-01-08,R,,Senate,,2024-01-08,-8.1598093580511,Arkansas,2024-01-08,2023-12-20,2024-01-08,PFE,-0.6583232567189512,-10.219758000148982,False,False
NOW,ST,"SERVICENOW, INC.","Wednesday, December 20, 2023",Purchase,"$1,001 - $15,000",NEW, PERSHING LLC,,Dwight Evans,2024-01-17,D, PA03,House,,2024-01-22,-2.05923571300492,Pennsylvania,2024-01-22,2023-12-20,2024-01-17,NOW,4.9611936071364715,-1.1191503669187197,True,False
COP,ST,CONOCOPHILLIPS,"Wednesday, December 20, 2023",Sale,"$1,001 - $15,000",NEW, MORGAN STANLEY - SELECT UMA ACCOUNT # 1,,Josh Gottheimer,2024-01-07,D, NJ05,House,,2024-01-09,-6.41092383191451,New Jersey,2024-01-09,2023-12-20,2024-01-07,COP,10.569332115222451,5.652105167733867,True,True
JPM,Stock,JP Morgan Chase & Company,"Tuesday, December 19, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,5.70951793919579,West Virginia,2024-01-12,2023-12-19,2024-01-12,JPM,0.8750687860281992,-6.381021173918144,True,False
ADI,Stock,Analog Devices,"Tuesday, December 19, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-8.59111438756323,West Virginia,2024-01-12,2023-12-19,2024-01-12,ADI,4.236720589842458,11.33245321549422,True,True
ACN,Stock,Accenture Plc,"Tuesday, December 19, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,2.42763082251002,West Virginia,2024-01-12,2023-12-19,2024-01-12,ACN,-5.018803504945968,-1.1329842362012288,False,False
MSFT,Stock,Microsoft Corp,"Tuesday, December 19, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,4.30129545203791,West Virginia,2024-01-12,2023-12-19,2024-01-12,MSFT,-5.258004155494755,-3.8129030674490583,False,False
AAPL,Stock,Apple Inc,"Tuesday, December 19, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-19.6106288974916,West Virginia,2024-01-12,2023-12-19,2024-01-12,AAPL,4.483170058507879,19.781593834061983,True,True
KO,Stock,Coca-Cola Company,"Monday, December 18, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-6.45718009109527,West Virginia,2024-01-12,2023-12-18,2024-01-12,KO,-1.6719903780980427,6.744000022329932,False,True
MDLZ,Stock,Mondelez Intl Inc,"Monday, December 18, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-8.35056432173622,West Virginia,2024-01-12,2023-12-18,2024-01-12,MDLZ,-3.180751177796415,8.272904063046171,False,True
PFE,Stock,Pfizer Inc,"Monday, December 18, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,-4.6622807459649,West Virginia,2024-01-12,2023-12-18,2024-01-12,PFE,-4.056564026998943,6.185695567935379,False,True
CVX,Stock Option,Chevron Corp,"Monday, December 18, 2023",Sale (Full),"$1,001 - $15,000",New,,Option Type: Call Strike price: $160.00  Expires: 06/21/2024,"Tuberville, Tommy",2024-01-12,R,,Senate,,2024-01-12,-3.99261364042159,Alabama,2024-01-12,2023-12-18,2024-01-12,CVX,4.354203992350147,4.7965451594838004,True,True
MSFT,Stock,Microsoft Corp,"Monday, December 18, 2023",Sale (Partial),"$1,001 - $15,000",New,,,"Capito, Shelley Moore",2024-01-12,R,,Senate,,2024-01-12,3.83129253003352,West Virginia,2024-01-12,2023-12-18,2024-01-12,MSFT,-4.542098364622071,-3.362403638040967,False,False
LIN,ST,LINDE PLC - ORDINARY SHARES,"Monday, December 18, 2023",Purchase,"$1,001 - $15,000",NEW, HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,6.5393655408475,Oklahoma,2024-01-15,2023-12-18,2024-01-13,LIN,-0.5459555144528228,5.310743377784832,False,True
CVX,Stock Option,Chevron Corp,"Monday, December 18, 2023",Sale (Full),"$1,001 - $15,000",New,,Option Type: Put Strike price: $145.00  Expires: 09/20/2024,"Tuberville, Tommy",2024-01-12,R,,Senate,,2024-01-12,-3.99261364042159,Alabama,2024-01-12,2023-12-18,2024-01-12,CVX,4.354203992350147,4.7965451594838004,True,True
UPS,ST,"UNITED PARCEL SERVICE, INC.","Friday, December 15, 2023",Sale,"$1,001 - $15,000",NEW,,,Michael C. Burgess,2024-01-08,R, TX26,House,,2024-01-09,-14.398114601028,Texas,2024-01-09,2023-12-15,2024-01-08,UPS,5.661914846052274,14.693261873798225,True,True
KO,ST,COCA-COLA COMPANY,"Friday, December 15, 2023",Purchase,"$1,001 - $15,000",NEW,,REINVEST SHARES,Lloyd Doggett,2024-01-08,D, TX37,House,,2024-01-09,-6.34048665447762,Texas,2024-01-09,2023-12-15,2024-01-08,KO,1.3805354737994158,-5.8967448496416885,True,False
NEE,ST,"NEXTERA ENERGY, INC.","Friday, December 15, 2023",Purchase,"$1,001 - $15,000",NEW, HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT,DIVIDEND REINVESTMENT,Kevin Hern,2024-01-13,R, OK01,House,,2024-01-15,-10.8337300852055,Oklahoma,2024-01-15,2023-12-15,2024-01-13,NEE,-2.861404888300123,-12.326058738326095,False,False
UPS,ST,"UNITED PARCEL SERVICE, INC.","Friday, December 15, 2023",Purchase,"$1,001 - $15,000",NEW,,,Michael C. Burgess,2024-01-08,R, TX26,House,,2024-01-09,-14.398114601028,Texas,2024-01-09,2023-12-15,2024-01-08,UPS,-5.661914846052274,-14.693261873798225,False,False
W,ST,WAYFAIR INC. CLASS A,"Friday, December 15, 2023",Purchase,"$15,001 - $50,000",NEW, MORGAN STANLEY TRUST ACCOUNT,,Jonathan Jackson,2024-01-12,D, IL01,House,,2024-01-15,-13.498282474415,Illinois,2024-01-15,2023-12-15,2024-01-12,W,-20.324190021041822,-11.571244180952778,False,False
